date,region,new_cases,new_deaths
2020-03-03,검역,0,0
2020-03-03,경기,2,0
2020-03-03,경남,1,0
2020-03-03,경북,59,0
2020-03-03,계(명),600,5
2020-03-03,광주,2,0
2020-03-03,대구,520,5
2020-03-03,대전,0,0
2020-03-03,부산,2,0
2020-03-03,서울,7,0
2020-03-03,세종,0,0
2020-03-03,울산,0,0
2020-03-03,인천,0,0
2020-03-03,전남,0,0
2020-03-03,전북,1,0
2020-03-03,제주,1,0
2020-03-03,충남,4,0
2020-03-03,충북,0,0
2020-03-04,강원,1,0
2020-03-04,검역,0,0
2020-03-04,경기,9,0
2020-03-04,경남,2,0
2020-03-04,경북,95,0
2020-03-04,계(명),516,4
2020-03-04,광주,2,0
2020-03-04,대구,398,4
2020-03-04,대전,1,0
2020-03-04,부산,3,0
2020-03-04,서울,0,0
2020-03-04,세종,0,0
2020-03-04,울산,3,0
2020-03-04,인천,1,0
2020-03-04,전남,0,0
2020-03-04,전북,0,0
2020-03-04,제주,0,0
2020-03-04,충남,1,0
2020-03-04,충북,0,0
2020-03-05,강원,2,0
2020-03-05,검역,0,0
2020-03-05,경기,7,0
2020-03-05,경남,9,0
2020-03-05,경북,81,0
2020-03-05,계(명),438,3
2020-03-05,광주,0,0
2020-03-05,대구,326,3
2020-03-05,대전,1,0
2020-03-05,부산,0,0
2020-03-05,서울,5,0
2020-03-05,세종,0,0
2020-03-05,울산,0,0
2020-03-05,인천,1,0
2020-03-05,전남,0,0
2020-03-05,전북,0,0
2020-03-05,제주,1,0
2020-03-05,충남,4,0
2020-03-05,충북,1,0
2020-03-06,강원,2,0
2020-03-06,검역,0,0
2020-03-06,경기,10,0
2020-03-06,경남,3,0
2020-03-06,경북,122,4
2020-03-06,계(명),518,7
2020-03-06,광주,0,0
2020-03-06,대구,367,3
2020-03-06,대전,2,0
2020-03-06,부산,3,0
2020-03-06,서울,2,0
2020-03-06,세종,0,0
2020-03-06,울산,0,0
2020-03-06,인천,0,0
2020-03-06,전남,0,0
2020-03-06,전북,0,0
2020-03-06,제주,0,0
2020-03-06,충남,4,0
2020-03-06,충북,3,0
2020-03-07,강원,1,1
2020-03-07,검역,0,0
2020-03-07,경기,10,0
2020-03-07,경남,5,0
2020-03-07,경북,65,0
2020-03-07,계(명),483,2
2020-03-07,광주,0,0
2020-03-07,대구,390,1
2020-03-07,대전,0,0
2020-03-07,부산,1,0
2020-03-07,서울,3,0
2020-03-07,세종,1,0
2020-03-07,울산,0,0
2020-03-07,인천,0,0
2020-03-07,전남,0,0
2020-03-07,전북,0,0
2020-03-07,제주,0,0
2020-03-07,충남,2,0
2020-03-07,충북,5,0
2020-03-08,강원,1,0
2020-03-08,검역,0,0
2020-03-08,경기,11,0
2020-03-08,경남,1,0
2020-03-08,경북,32,2
2020-03-08,계(명),367,6
2020-03-08,광주,0,0
2020-03-08,대구,297,4
2020-03-08,대전,0,0
2020-03-08,부산,1,0
2020-03-08,서울,12,0
2020-03-08,세종,1,0
2020-03-08,울산,1,0
2020-03-08,인천,0,0
2020-03-08,전남,0,0
2020-03-08,전북,0,0
2020-03-08,제주,0,0
2020-03-08,충남,6,0
2020-03-08,충북,4,0
2020-03-09,강원,1,0
2020-03-09,검역,0,0
2020-03-09,경기,12,0
2020-03-09,경남,0,0
2020-03-09,경북,25,1
2020-03-09,계(명),248,1
2020-03-09,광주,2,0
2020-03-09,대구,190,0
2020-03-09,대전,0,0
2020-03-09,부산,0,0
2020-03-09,서울,10,0
2020-03-09,세종,3,0
2020-03-09,울산,0,0
2020-03-09,인천,0,0
2020-03-09,전남,0,0
2020-03-09,전북,0,0
2020-03-09,제주,0,0
2020-03-09,충남,4,0
