sido,sigungu,monthly_cases,date
서울,서초구,213,2021-01-01
서울,성동구,188,2021-01-01
서울,성북구,189,2021-01-01
서울,송파구,617,2021-01-01
서울,양천구,226,2021-01-01
서울,영등포구,218,2021-01-01
서울,용산구,130,2021-01-01
서울,은평구,209,2021-01-01
서울,종로구,165,2021-01-01
서울,중구,160,2021-01-01
서울,중랑구,207,2021-01-01
서울,합계,5159,2021-01-01
세종,세종,47,2021-01-01
세종,합계,47,2021-01-01
울산,남구,32,2021-01-01
울산,동구,74,2021-01-01
울산,북구,62,2021-01-01
울산,울주군,27,2021-01-01
울산,중구,69,2021-01-01
울산,합계,264,2021-01-01
인천,강화군,13,2021-01-01
인천,계양구,140,2021-01-01
인천,남동구,155,2021-01-01
인천,동구,26,2021-01-01
인천,미추홀구,78,2021-01-01
인천,부평구,206,2021-01-01
인천,서구,152,2021-01-01
인천,연수구,139,2021-01-01
인천,옹진군,0,2021-01-01
인천,중구,65,2021-01-01
인천,합계,974,2021-01-01
전남,강진군,3,2021-01-01
전남,고흥군,2,2021-01-01
전남,곡성군,0,2021-01-01
전남,광양시,18,2021-01-01
전남,구례군,0,2021-01-01
전남,나주시,21,2021-01-01
전남,담양군,2,2021-01-01
전남,목포시,2,2021-01-01
전남,무안군,0,2021-01-01
전남,보성군,4,2021-01-01
전남,순천시,49,2021-01-01
전남,신안군,1,2021-01-01
전남,여수시,5,2021-01-01
전남,영광군,3,2021-01-01
전남,영암군,54,2021-01-01
전남,완도군,1,2021-01-01
전남,장성군,2,2021-01-01
전남,장흥군,0,2021-01-01
전남,진도군,2,2021-01-01
전남,함평군,1,2021-01-01
전남,합계,189,2021-01-01
전남,해남군,4,2021-01-01
전남,화순군,15,2021-01-01
전북,고창군,2,2021-01-01
전북,군산시,44,2021-01-01
전북,김제시,17,2021-01-01
전북,남원시,26,2021-01-01
전북,무주군,4,2021-01-01
전북,부안군,1,2021-01-01
전북,순창군,44,2021-01-01
전북,완주군,0,2021-01-01
전북,익산시,18,2021-01-01
전북,임실군,0,2021-01-01
전북,장수군,0,2021-01-01
전북,전주시 덕진구,1,2021-01-01
전북,전주시 완산구,40,2021-01-01
전북,정읍시,5,2021-01-01
전북,진안군,0,2021-01-01
전북,합계,202,2021-01-01
제주,서귀포시,14,2021-01-01
제주,제주시,92,2021-01-01
제주,합계,106,2021-01-01
충남,계룡시,4,2021-01-01
충남,공주시,19,2021-01-01
충남,금산군,6,2021-01-01
충남,논산시,3,2021-01-01
충남,당진시,21,2021-01-01
충남,보령시,30,2021-01-01
충남,부여군,1,2021-01-01
충남,서산시,16,2021-01-01
충남,서천군,37,2021-01-01
충남,아산시,54,2021-01-01
충남,예산군,0,2021-01-01
충남,천안시 동남구,69,2021-01-01
충남,천안시 서북구,80,2021-01-01
충남,청양군,2,2021-01-01
충남,태안군,7,2021-01-01
충남,합계,363,2021-01-01
충남,홍성군,14,2021-01-01
충북,괴산군,7,2021-01-01
충북,단양군,0,2021-01-01
충북,보은군,2,2021-01-01
충북,영동군,0,2021-01-01
충북,옥천군,8,2021-01-01
충북,음성군,74,2021-01-01
충북,제천시,8,2021-01-01
충북,증평군,2,2021-01-01
충북,진천군,80,2021-01-01
충북,청주시 상당구,45,2021-01-01
충북,청주시 서원구,22,2021-01-01
충북,청주시 청원구,25,2021-01-01
충북,청주시 흥덕구,32,2021-01-01
충북,충주시,106,2021-01-01
충북,합계,411,2021-01-01
강원,강릉시,17,2021-02-01
강원,고성군,8,2021-02-01
강원,동해시,13,2021-02-01
강원,삼척시,1,2021-02-01
강원,속초시,19,2021-02-01
강원,양구군,0,2021-02-01
강원,양양군,0,2021-02-01
강원,영월군,0,2021-02-01
강원,원주시,26,2021-02-01
강원,인제군,2,2021-02-01
강원,정선군,19,2021-02-01
강원,철원군,13,2021-02-01
강원,춘천시,17,2021-02-01
강원,태백시,1,2021-02-01
강원,평창군,1,2021-02-01
강원,합계,169,2021-02-01
강원,홍천군,8,2021-02-01
강원,화천군,13,2021-02-01
강원,횡성군,11,2021-02-01
검역,합계,244,2021-02-01
경기,가평군,8,2021-02-01
경기,고양시 덕양구,139,2021-02-01
경기,고양시 일산동구,107,2021-02-01
경기,고양시 일산서구,113,2021-02-01
경기,과천시,16,2021-02-01
경기,광명시,94,2021-02-01
경기,광주시,114,2021-02-01
경기,구리시,35,2021-02-01
경기,군포시,42,2021-02-01
경기,김포시,189,2021-02-01
경기,남양주시,279,2021-02-01
경기,동두천시,48,2021-02-01
경기,부천시,337,2021-02-01
경기,성남시 분당구,181,2021-02-01
경기,성남시 수정구,71,2021-02-01
경기,성남시 중원구,53,2021-02-01
경기,수원시 권선구,109,2021-02-01
경기,수원시 영통구,52,2021-02-01
경기,수원시 장안구,51,2021-02-01
경기,수원시 팔달구,35,2021-02-01
경기,시흥시,69,2021-02-01
경기,안산시 단원구,144,2021-02-01
경기,안산시 상록구,93,2021-02-01
경기,안성시,23,2021-02-01
경기,안양시 동안구,103,2021-02-01
경기,안양시 만안구,59,2021-02-01
경기,양주시,81,2021-02-01
경기,양평군,13,2021-02-01
경기,여주시,43,2021-02-01
경기,연천군,11,2021-02-01
경기,오산시,45,2021-02-01
경기,용인시 기흥구,113,2021-02-01
경기,용인시 수지구,83,2021-02-01
경기,용인시 처인구,59,2021-02-01
경기,의왕시,31,2021-02-01
경기,의정부시,86,2021-02-01
경기,이천시,49,2021-02-01
경기,파주시,113,2021-02-01
경기,평택시,213,2021-02-01
경기,포천시,31,2021-02-01
경기,하남시,62,2021-02-01
경기,합계,3747,2021-02-01
경기,화성시,150,2021-02-01
경남,거제시,22,2021-02-01
경남,거창군,2,2021-02-01
경남,고성군,0,2021-02-01
경남,김해시,41,2021-02-01
경남,남해군,4,2021-02-01
경남,밀양시,19,2021-02-01
경남,사천시,2,2021-02-01
경남,산청군,2,2021-02-01
경남,양산시,20,2021-02-01
경남,의령군,0,2021-02-01
경남,진주시,13,2021-02-01
경남,창녕군,6,2021-02-01
경남,창원시 마산합포구,8,2021-02-01
경남,창원시 마산회원구,1,2021-02-01
경남,창원시 성산구,4,2021-02-01
경남,창원시 의창구,17,2021-02-01
경남,창원시 진해구,4,2021-02-01
경남,통영시,4,2021-02-01
경남,하동군,1,2021-02-01
경남,함안군,1,2021-02-01
경남,함양군,1,2021-02-01
경남,합계,172,2021-02-01
경남,합천군,0,2021-02-01
경북,경산시,50,2021-02-01
경북,경주시,4,2021-02-01
경북,고령군,0,2021-02-01
경북,구미시,9,2021-02-01
경북,군위군,10,2021-02-01
경북,김천시,0,2021-02-01
경북,문경시,0,2021-02-01
경북,봉화군,1,2021-02-01
경북,상주시,3,2021-02-01
경북,성주군,2,2021-02-01
경북,안동시,14,2021-02-01
경북,영덕군,0,2021-02-01
경북,영양군,0,2021-02-01
경북,영주시,6,2021-02-01
경북,영천시,1,2021-02-01
경북,예천군,5,2021-02-01
경북,울릉군,0,2021-02-01
경북,울진군,3,2021-02-01
경북,의성군,66,2021-02-01
경북,청도군,15,2021-02-01
경북,청송군,1,2021-02-01
경북,칠곡군,5,2021-02-01
경북,포항시 남구,11,2021-02-01
경북,포항시 북구,30,2021-02-01
경북,합계,236,2021-02-01
광주,광산구,77,2021-02-01
광주,남구,29,2021-02-01
광주,동구,19,2021-02-01
광주,북구,73,2021-02-01
광주,서구,103,2021-02-01
광주,합계,301,2021-02-01
대구,군위군,0,2021-02-01
대구,남구,18,2021-02-01
대구,달서구,35,2021-02-01
대구,달성군,22,2021-02-01
대구,동구,58,2021-02-01
대구,북구,105,2021-02-01
대구,서구,32,2021-02-01
대구,수성구,33,2021-02-01
대구,중구,12,2021-02-01
대구,합계,315,2021-02-01
대전,대덕구,5,2021-02-01
대전,동구,11,2021-02-01
대전,서구,29,2021-02-01
대전,유성구,11,2021-02-01
대전,중구,37,2021-02-01
대전,합계,93,2021-02-01
부산,강서구,24,2021-02-01
부산,금정구,23,2021-02-01
부산,기장군,37,2021-02-01
부산,남구,24,2021-02-01
부산,동구,23,2021-02-01
부산,동래구,39,2021-02-01
부산,부산진구,26,2021-02-01
부산,북구,11,2021-02-01
부산,사상구,16,2021-02-01
부산,사하구,15,2021-02-01
부산,서구,29,2021-02-01
부산,수영구,13,2021-02-01
부산,연제구,27,2021-02-01
부산,영도구,53,2021-02-01
부산,중구,73,2021-02-01
부산,합계,466,2021-02-01
부산,해운대구,33,2021-02-01
서울,강남구,137,2021-02-01
서울,강동구,182,2021-02-01
서울,강북구,116,2021-02-01
서울,강서구,105,2021-02-01
서울,관악구,169,2021-02-01
서울,광진구,158,2021-02-01
서울,구로구,259,2021-02-01
서울,금천구,65,2021-02-01
서울,노원구,177,2021-02-01
서울,도봉구,129,2021-02-01
서울,동대문구,204,2021-02-01
서울,동작구,156,2021-02-01
서울,마포구,103,2021-02-01
서울,서대문구,102,2021-02-01
서울,서초구,160,2021-02-01
서울,성동구,159,2021-02-01
서울,성북구,231,2021-02-01
서울,송파구,227,2021-02-01
서울,양천구,121,2021-02-01
서울,영등포구,175,2021-02-01
서울,용산구,323,2021-02-01
서울,은평구,168,2021-02-01
서울,종로구,69,2021-02-01
서울,중구,223,2021-02-01
서울,중랑구,161,2021-02-01
서울,합계,4079,2021-02-01
세종,세종,30,2021-02-01
세종,합계,30,2021-02-01
울산,남구,15,2021-02-01
울산,동구,5,2021-02-01
울산,북구,34,2021-02-01
울산,울주군,3,2021-02-01
울산,중구,19,2021-02-01
울산,합계,76,2021-02-01
인천,강화군,15,2021-02-01
인천,계양구,48,2021-02-01
인천,남동구,104,2021-02-01
인천,동구,3,2021-02-01
인천,미추홀구,76,2021-02-01
인천,부평구,90,2021-02-01
인천,서구,147,2021-02-01
인천,연수구,81,2021-02-01
인천,옹진군,1,2021-02-01
인천,중구,53,2021-02-01
인천,합계,618,2021-02-01
전남,강진군,0,2021-02-01
전남,고흥군,0,2021-02-01
전남,곡성군,0,2021-02-01
전남,광양시,3,2021-02-01
전남,구례군,0,2021-02-01
전남,나주시,11,2021-02-01
전남,담양군,0,2021-02-01
전남,목포시,14,2021-02-01
전남,무안군,23,2021-02-01
전남,보성군,0,2021-02-01
전남,순천시,9,2021-02-01
전남,신안군,9,2021-02-01
전남,여수시,15,2021-02-01
전남,영광군,1,2021-02-01
전남,영암군,3,2021-02-01
전남,완도군,8,2021-02-01
전남,장성군,1,2021-02-01
전남,장흥군,5,2021-02-01
전남,진도군,0,2021-02-01
전남,함평군,1,2021-02-01
전남,합계,110,2021-02-01
전남,해남군,4,2021-02-01
전남,화순군,3,2021-02-01
전북,고창군,3,2021-02-01
전북,군산시,21,2021-02-01
전북,김제시,5,2021-02-01
전북,남원시,13,2021-02-01
전북,무주군,1,2021-02-01
전북,부안군,0,2021-02-01
전북,순창군,0,2021-02-01
전북,완주군,11,2021-02-01
전북,익산시,7,2021-02-01
전북,임실군,0,2021-02-01
전북,장수군,0,2021-02-01
전북,전주시 덕진구,1,2021-02-01
전북,전주시 완산구,80,2021-02-01
전북,정읍시,8,2021-02-01
전북,진안군,2,2021-02-01
전북,합계,152,2021-02-01
제주,서귀포시,8,2021-02-01
제주,제주시,40,2021-02-01
제주,합계,48,2021-02-01
충남,계룡시,0,2021-02-01
충남,공주시,24,2021-02-01
충남,금산군,4,2021-02-01
충남,논산시,5,2021-02-01
충남,당진시,69,2021-02-01
충남,보령시,29,2021-02-01
충남,부여군,1,2021-02-01
충남,서산시,13,2021-02-01
충남,서천군,13,2021-02-01
충남,아산시,100,2021-02-01
충남,예산군,7,2021-02-01
충남,천안시 동남구,36,2021-02-01
충남,천안시 서북구,99,2021-02-01
충남,청양군,25,2021-02-01
충남,태안군,0,2021-02-01
충남,합계,428,2021-02-01
충남,홍성군,3,2021-02-01
충북,괴산군,4,2021-02-01
충북,단양군,1,2021-02-01
충북,보은군,15,2021-02-01
충북,영동군,17,2021-02-01
충북,옥천군,2,2021-02-01
충북,음성군,17,2021-02-01
충북,제천시,4,2021-02-01
충북,증평군,0,2021-02-01
충북,진천군,35,2021-02-01
충북,청주시 상당구,9,2021-02-01
충북,청주시 서원구,12,2021-02-01
충북,청주시 청원구,11,2021-02-01
충북,청주시 흥덕구,29,2021-02-01
충북,충주시,26,2021-02-01
충북,합계,182,2021-02-01
강원,강릉시,24,2021-03-01
강원,고성군,14,2021-03-01
강원,동해시,69,2021-03-01
강원,삼척시,4,2021-03-01
강원,속초시,117,2021-03-01
강원,양구군,0,2021-03-01
강원,양양군,13,2021-03-01
강원,영월군,4,2021-03-01
강원,원주시,68,2021-03-01
강원,인제군,2,2021-03-01
강원,정선군,9,2021-03-01
강원,철원군,0,2021-03-01
강원,춘천시,29,2021-03-01
강원,태백시,2,2021-03-01
강원,평창군,85,2021-03-01
강원,합계,466,2021-03-01
강원,홍천군,23,2021-03-01
강원,화천군,2,2021-03-01
강원,횡성군,1,2021-03-01
검역,합계,188,2021-03-01
경기,가평군,18,2021-03-01
경기,고양시 덕양구,106,2021-03-01
경기,고양시 일산동구,72,2021-03-01
경기,고양시 일산서구,50,2021-03-01
경기,과천시,18,2021-03-01
경기,광명시,72,2021-03-01
경기,광주시,208,2021-03-01
경기,구리시,107,2021-03-01
경기,군포시,77,2021-03-01
경기,김포시,159,2021-03-01
경기,남양주시,228,2021-03-01
경기,동두천시,263,2021-03-01
경기,부천시,156,2021-03-01
경기,성남시 분당구,160,2021-03-01
경기,성남시 수정구,143,2021-03-01
경기,성남시 중원구,136,2021-03-01
경기,수원시 권선구,104,2021-03-01
경기,수원시 영통구,102,2021-03-01
경기,수원시 장안구,68,2021-03-01
경기,수원시 팔달구,67,2021-03-01
경기,시흥시,125,2021-03-01
경기,안산시 단원구,143,2021-03-01
경기,안산시 상록구,55,2021-03-01
경기,안성시,136,2021-03-01
경기,안양시 동안구,95,2021-03-01
경기,안양시 만안구,53,2021-03-01
경기,양주시,82,2021-03-01
경기,양평군,64,2021-03-01
경기,여주시,44,2021-03-01
경기,연천군,59,2021-03-01
경기,오산시,78,2021-03-01
경기,용인시 기흥구,190,2021-03-01
경기,용인시 수지구,118,2021-03-01
경기,용인시 처인구,110,2021-03-01
경기,의왕시,28,2021-03-01
경기,의정부시,133,2021-03-01
경기,이천시,286,2021-03-01
경기,파주시,133,2021-03-01
경기,평택시,272,2021-03-01
경기,포천시,95,2021-03-01
경기,하남시,113,2021-03-01
경기,합계,5029,2021-03-01
경기,화성시,303,2021-03-01
경남,거제시,204,2021-03-01
경남,거창군,0,2021-03-01
경남,고성군,1,2021-03-01
경남,김해시,27,2021-03-01
경남,남해군,17,2021-03-01
경남,밀양시,2,2021-03-01
경남,사천시,9,2021-03-01
경남,산청군,1,2021-03-01
경남,양산시,10,2021-03-01
경남,의령군,1,2021-03-01
경남,진주시,425,2021-03-01
경남,창녕군,11,2021-03-01
경남,창원시 마산합포구,13,2021-03-01
경남,창원시 마산회원구,0,2021-03-01
경남,창원시 성산구,1,2021-03-01
경남,창원시 의창구,13,2021-03-01
경남,창원시 진해구,9,2021-03-01
경남,통영시,18,2021-03-01
경남,하동군,4,2021-03-01
경남,함안군,4,2021-03-01
경남,함양군,0,2021-03-01
경남,합계,777,2021-03-01
경남,합천군,7,2021-03-01
경북,경산시,73,2021-03-01
경북,경주시,7,2021-03-01
경북,고령군,18,2021-03-01
경북,구미시,47,2021-03-01
경북,군위군,0,2021-03-01
경북,김천시,1,2021-03-01
경북,문경시,1,2021-03-01
경북,봉화군,0,2021-03-01
경북,상주시,10,2021-03-01
경북,성주군,0,2021-03-01
경북,안동시,3,2021-03-01
경북,영덕군,3,2021-03-01
경북,영양군,0,2021-03-01
경북,영주시,6,2021-03-01
경북,영천시,2,2021-03-01
경북,예천군,4,2021-03-01
경북,울릉군,2,2021-03-01
경북,울진군,2,2021-03-01
경북,의성군,15,2021-03-01
경북,청도군,0,2021-03-01
경북,청송군,5,2021-03-01
경북,칠곡군,8,2021-03-01
경북,포항시 남구,18,2021-03-01
경북,포항시 북구,25,2021-03-01
경북,합계,250,2021-03-01
광주,광산구,48,2021-03-01
광주,남구,18,2021-03-01
광주,동구,6,2021-03-01
광주,북구,32,2021-03-01
광주,서구,21,2021-03-01
광주,합계,125,2021-03-01
대구,군위군,0,2021-03-01
대구,남구,25,2021-03-01
대구,달서구,54,2021-03-01
대구,달성군,13,2021-03-01
대구,동구,64,2021-03-01
대구,북구,51,2021-03-01
대구,서구,17,2021-03-01
대구,수성구,66,2021-03-01
대구,중구,14,2021-03-01
대구,합계,304,2021-03-01
대전,대덕구,13,2021-03-01
대전,동구,13,2021-03-01
대전,서구,30,2021-03-01
대전,유성구,26,2021-03-01
대전,중구,14,2021-03-01
대전,합계,96,2021-03-01
부산,강서구,16,2021-03-01
부산,금정구,13,2021-03-01
부산,기장군,18,2021-03-01
부산,남구,15,2021-03-01
부산,동구,16,2021-03-01
부산,동래구,25,2021-03-01
부산,부산진구,37,2021-03-01
부산,북구,19,2021-03-01
부산,사상구,13,2021-03-01
부산,사하구,87,2021-03-01
부산,서구,120,2021-03-01
부산,수영구,16,2021-03-01
부산,연제구,60,2021-03-01
부산,영도구,48,2021-03-01
부산,중구,21,2021-03-01
부산,합계,583,2021-03-01
부산,해운대구,59,2021-03-01
서울,강남구,288,2021-03-01
서울,강동구,249,2021-03-01
서울,강북구,117,2021-03-01
서울,강서구,120,2021-03-01
서울,관악구,134,2021-03-01
서울,광진구,265,2021-03-01
서울,구로구,125,2021-03-01
서울,금천구,25,2021-03-01
서울,노원구,193,2021-03-01
서울,도봉구,104,2021-03-01
서울,동대문구,152,2021-03-01
서울,동작구,175,2021-03-01
서울,마포구,97,2021-03-01
서울,서대문구,58,2021-03-01
서울,서초구,185,2021-03-01
서울,성동구,132,2021-03-01
서울,성북구,137,2021-03-01
서울,송파구,206,2021-03-01
서울,양천구,113,2021-03-01
서울,영등포구,130,2021-03-01
서울,용산구,134,2021-03-01
서울,은평구,223,2021-03-01
서울,종로구,94,2021-03-01
서울,중구,158,2021-03-01
서울,중랑구,180,2021-03-01
서울,합계,3794,2021-03-01
세종,세종,44,2021-03-01
세종,합계,44,2021-03-01
울산,남구,18,2021-03-01
울산,동구,12,2021-03-01
울산,북구,90,2021-03-01
울산,울주군,8,2021-03-01
울산,중구,13,2021-03-01
울산,합계,141,2021-03-01
인천,강화군,31,2021-03-01
인천,계양구,52,2021-03-01
인천,남동구,83,2021-03-01
인천,동구,11,2021-03-01
인천,미추홀구,94,2021-03-01
인천,부평구,72,2021-03-01
인천,서구,156,2021-03-01
인천,연수구,91,2021-03-01
인천,옹진군,0,2021-03-01
인천,중구,37,2021-03-01
인천,합계,627,2021-03-01
전남,강진군,1,2021-03-01
전남,고흥군,0,2021-03-01
전남,곡성군,0,2021-03-01
전남,광양시,0,2021-03-01
전남,구례군,0,2021-03-01
전남,나주시,5,2021-03-01
전남,담양군,0,2021-03-01
전남,목포시,1,2021-03-01
전남,무안군,0,2021-03-01
전남,보성군,0,2021-03-01
전남,순천시,4,2021-03-01
전남,신안군,1,2021-03-01
전남,여수시,11,2021-03-01
전남,영광군,1,2021-03-01
전남,영암군,2,2021-03-01
전남,완도군,0,2021-03-01
전남,장성군,3,2021-03-01
전남,장흥군,5,2021-03-01
전남,진도군,0,2021-03-01
전남,함평군,12,2021-03-01
전남,합계,54,2021-03-01
전남,해남군,1,2021-03-01
전남,화순군,7,2021-03-01
전북,고창군,1,2021-03-01
전북,군산시,25,2021-03-01
전북,김제시,7,2021-03-01
전북,남원시,3,2021-03-01
전북,무주군,5,2021-03-01
전북,부안군,4,2021-03-01
전북,순창군,0,2021-03-01
전북,완주군,23,2021-03-01
전북,익산시,34,2021-03-01
전북,임실군,2,2021-03-01
전북,장수군,0,2021-03-01
전북,전주시 덕진구,4,2021-03-01
전북,전주시 완산구,149,2021-03-01
전북,정읍시,3,2021-03-01
전북,진안군,0,2021-03-01
전북,합계,260,2021-03-01
제주,서귀포시,10,2021-03-01
제주,제주시,45,2021-03-01
제주,합계,55,2021-03-01
충남,계룡시,0,2021-03-01
충남,공주시,12,2021-03-01
충남,금산군,0,2021-03-01
충남,논산시,4,2021-03-01
충남,당진시,22,2021-03-01
충남,보령시,1,2021-03-01
충남,부여군,4,2021-03-01
충남,서산시,26,2021-03-01
충남,서천군,1,2021-03-01
충남,아산시,34,2021-03-01
충남,예산군,9,2021-03-01
충남,천안시 동남구,8,2021-03-01
충남,천안시 서북구,41,2021-03-01
충남,청양군,0,2021-03-01
충남,태안군,4,2021-03-01
충남,합계,187,2021-03-01
충남,홍성군,21,2021-03-01
충북,괴산군,2,2021-03-01
충북,단양군,2,2021-03-01
충북,보은군,0,2021-03-01
충북,영동군,4,2021-03-01
충북,옥천군,3,2021-03-01
충북,음성군,74,2021-03-01
충북,제천시,77,2021-03-01
충북,증평군,41,2021-03-01
충북,진천군,70,2021-03-01
충북,청주시 상당구,16,2021-03-01
충북,청주시 서원구,34,2021-03-01
충북,청주시 청원구,23,2021-03-01
충북,청주시 흥덕구,65,2021-03-01
충북,충주시,23,2021-03-01
충북,합계,434,2021-03-01
강원,강릉시,88,2021-04-01
강원,고성군,3,2021-04-01
강원,동해시,20,2021-04-01
강원,삼척시,4,2021-04-01
강원,속초시,16,2021-04-01
강원,양구군,0,2021-04-01
강원,양양군,17,2021-04-01
강원,영월군,3,2021-04-01
강원,원주시,99,2021-04-01
강원,인제군,3,2021-04-01
강원,정선군,6,2021-04-01
강원,철원군,7,2021-04-01
강원,춘천시,23,2021-04-01
강원,태백시,0,2021-04-01
강원,평창군,25,2021-04-01
강원,합계,354,2021-04-01
강원,홍천군,23,2021-04-01
강원,화천군,1,2021-04-01
강원,횡성군,16,2021-04-01
검역,합계,310,2021-04-01
경기,가평군,12,2021-04-01
경기,고양시 덕양구,198,2021-04-01
경기,고양시 일산동구,125,2021-04-01
경기,고양시 일산서구,140,2021-04-01
경기,과천시,47,2021-04-01
경기,광명시,152,2021-04-01
경기,광주시,298,2021-04-01
경기,구리시,162,2021-04-01
경기,군포시,140,2021-04-01
경기,김포시,136,2021-04-01
경기,남양주시,368,2021-04-01
경기,동두천시,10,2021-04-01
경기,부천시,307,2021-04-01
경기,성남시 분당구,303,2021-04-01
경기,성남시 수정구,197,2021-04-01
경기,성남시 중원구,167,2021-04-01
경기,수원시 권선구,85,2021-04-01
경기,수원시 영통구,150,2021-04-01
경기,수원시 장안구,60,2021-04-01
경기,수원시 팔달구,123,2021-04-01
경기,시흥시,181,2021-04-01
경기,안산시 단원구,162,2021-04-01
경기,안산시 상록구,95,2021-04-01
경기,안성시,62,2021-04-01
경기,안양시 동안구,136,2021-04-01
경기,안양시 만안구,122,2021-04-01
경기,양주시,49,2021-04-01
경기,양평군,39,2021-04-01
경기,여주시,24,2021-04-01
경기,연천군,5,2021-04-01
경기,오산시,71,2021-04-01
경기,용인시 기흥구,124,2021-04-01
경기,용인시 수지구,214,2021-04-01
경기,용인시 처인구,86,2021-04-01
경기,의왕시,69,2021-04-01
경기,의정부시,143,2021-04-01
경기,이천시,98,2021-04-01
경기,파주시,134,2021-04-01
경기,평택시,161,2021-04-01
경기,포천시,69,2021-04-01
경기,하남시,139,2021-04-01
경기,합계,5617,2021-04-01
경기,화성시,254,2021-04-01
경남,거제시,35,2021-04-01
경남,거창군,3,2021-04-01
경남,고성군,8,2021-04-01
경남,김해시,224,2021-04-01
경남,남해군,2,2021-04-01
경남,밀양시,15,2021-04-01
경남,사천시,116,2021-04-01
경남,산청군,10,2021-04-01
경남,양산시,97,2021-04-01
경남,의령군,3,2021-04-01
경남,진주시,302,2021-04-01
경남,창녕군,1,2021-04-01
경남,창원시 마산합포구,41,2021-04-01
경남,창원시 마산회원구,5,2021-04-01
경남,창원시 성산구,2,2021-04-01
경남,창원시 의창구,32,2021-04-01
경남,창원시 진해구,19,2021-04-01
경남,통영시,13,2021-04-01
경남,하동군,1,2021-04-01
경남,함안군,6,2021-04-01
경남,함양군,1,2021-04-01
경남,합계,955,2021-04-01
경남,합천군,19,2021-04-01
경북,경산시,264,2021-04-01
경북,경주시,55,2021-04-01
경북,고령군,2,2021-04-01
경북,구미시,112,2021-04-01
경북,군위군,1,2021-04-01
경북,김천시,33,2021-04-01
경북,문경시,4,2021-04-01
경북,봉화군,2,2021-04-01
경북,상주시,5,2021-04-01
경북,성주군,2,2021-04-01
경북,안동시,29,2021-04-01
경북,영덕군,4,2021-04-01
경북,영양군,1,2021-04-01
경북,영주시,9,2021-04-01
경북,영천시,8,2021-04-01
경북,예천군,0,2021-04-01
경북,울릉군,0,2021-04-01
경북,울진군,0,2021-04-01
경북,의성군,5,2021-04-01
경북,청도군,2,2021-04-01
경북,청송군,0,2021-04-01
경북,칠곡군,17,2021-04-01
경북,포항시 남구,16,2021-04-01
경북,포항시 북구,35,2021-04-01
경북,합계,606,2021-04-01
광주,광산구,55,2021-04-01
광주,남구,39,2021-04-01
광주,동구,21,2021-04-01
광주,북구,38,2021-04-01
광주,서구,47,2021-04-01
광주,합계,200,2021-04-01
대구,군위군,0,2021-04-01
대구,남구,38,2021-04-01
대구,달서구,74,2021-04-01
대구,달성군,33,2021-04-01
대구,동구,83,2021-04-01
대구,북구,52,2021-04-01
대구,서구,66,2021-04-01
대구,수성구,55,2021-04-01
대구,중구,23,2021-04-01
대구,합계,424,2021-04-01
대전,대덕구,80,2021-04-01
대전,동구,104,2021-04-01
대전,서구,118,2021-04-01
대전,유성구,81,2021-04-01
대전,중구,61,2021-04-01
대전,합계,444,2021-04-01
부산,강서구,50,2021-04-01
부산,금정구,76,2021-04-01
부산,기장군,40,2021-04-01
부산,남구,56,2021-04-01
부산,동구,38,2021-04-01
부산,동래구,76,2021-04-01
부산,부산진구,148,2021-04-01
부산,북구,32,2021-04-01
부산,사상구,93,2021-04-01
부산,사하구,231,2021-04-01
부산,서구,142,2021-04-01
부산,수영구,37,2021-04-01
부산,연제구,66,2021-04-01
부산,영도구,59,2021-04-01
부산,중구,25,2021-04-01
부산,합계,1244,2021-04-01
부산,해운대구,75,2021-04-01
서울,강남구,624,2021-04-01
서울,강동구,265,2021-04-01
서울,강북구,131,2021-04-01
서울,강서구,221,2021-04-01
서울,관악구,287,2021-04-01
서울,광진구,255,2021-04-01
서울,구로구,140,2021-04-01
서울,금천구,80,2021-04-01
서울,노원구,230,2021-04-01
서울,도봉구,198,2021-04-01
서울,동대문구,286,2021-04-01
서울,동작구,287,2021-04-01
서울,마포구,164,2021-04-01
서울,서대문구,94,2021-04-01
서울,서초구,387,2021-04-01
서울,성동구,172,2021-04-01
서울,성북구,199,2021-04-01
서울,송파구,372,2021-04-01
서울,양천구,165,2021-04-01
서울,영등포구,214,2021-04-01
서울,용산구,124,2021-04-01
서울,은평구,338,2021-04-01
서울,종로구,104,2021-04-01
서울,중구,132,2021-04-01
서울,중랑구,338,2021-04-01
서울,합계,5807,2021-04-01
세종,세종,87,2021-04-01
세종,합계,87,2021-04-01
울산,남구,241,2021-04-01
울산,동구,84,2021-04-01
울산,북구,132,2021-04-01
울산,울주군,100,2021-04-01
울산,중구,168,2021-04-01
울산,합계,725,2021-04-01
인천,강화군,7,2021-04-01
인천,계양구,40,2021-04-01
인천,남동구,74,2021-04-01
인천,동구,13,2021-04-01
인천,미추홀구,96,2021-04-01
인천,부평구,114,2021-04-01
인천,서구,101,2021-04-01
인천,연수구,132,2021-04-01
인천,옹진군,0,2021-04-01
인천,중구,30,2021-04-01
인천,합계,607,2021-04-01
전남,강진군,0,2021-04-01
전남,고흥군,0,2021-04-01
전남,곡성군,3,2021-04-01
전남,광양시,3,2021-04-01
전남,구례군,1,2021-04-01
전남,나주시,6,2021-04-01
전남,담양군,18,2021-04-01
전남,목포시,17,2021-04-01
전남,무안군,3,2021-04-01
전남,보성군,1,2021-04-01
전남,순천시,63,2021-04-01
