date,vax1_rate,vax2_rate,vax3_rate,fatality_rate_7d
2021-11-30,79.5167061870838,76.78604176972122,5.887236696837983,1.1268463529770063
2021-12-01,79.56111324244068,76.9110499337197,6.189484973812872,1.0816558501081657
2021-12-02,79.60348370850092,77.0266729297178,6.531543769185396,1.062937062937063
2021-12-03,79.66732754871408,77.19691924999884,7.056634902146099,1.001753912574204
2021-12-04,79.70761438202902,77.29758438947836,7.235345122891992,1.0183299389002036
2021-12-05,79.71088390170836,77.30118909372912,7.242197785241482,0.9398730237769203
2021-12-06,79.80990644077343,77.42672257623724,7.783583592719149,0.9382164836490889
2021-12-07,79.88092636704538,77.5053615810425,8.336055972922418,0.9439612148866392
2021-12-08,79.96750395380585,77.60319627302982,8.910289868401442,0.9725739533380031
2021-12-09,80.0533092439514,77.70763468911768,9.759529963814963,0.9471981928793285
2021-12-10,80.14998745116007,77.84816523101821,11.232260405560003,0.950524006824275
2021-12-11,80.19917725712702,77.91290093661154,11.76377100911412,0.9378443647276734
2021-12-12,80.20314654810463,77.91579606884558,11.780257777712963,0.9025515743756787
2021-12-13,80.34890675337715,78.03526878705603,13.284442645293886,0.8708780989475066
2021-12-14,80.45178881537305,78.11700285875197,14.82646220643026,0.9240667573461148
2021-12-15,80.61753072544839,78.22666701792441,16.60899139865426,0.9194423752261359
2021-12-16,80.80328962291304,78.34443441112226,18.37033143756076,0.922124676308975
2021-12-17,81.00548432524053,78.49532823272583,20.65379691202099,0.9537723051236565
2021-12-18,81.13618082623506,78.57220702849507,21.671168332671197,0.8911547707867031
2021-12-19,81.14719291350035,78.57559611693966,21.72849273496262,0.9706503775913646
2021-12-20,81.37599852659919,78.67611424564222,23.357509353609686,1.0084566596194504
2021-12-21,81.51588810151223,78.74663825555993,24.687210070246064,0.9269716794169668
2021-12-22,81.68718897909993,78.81965948854206,25.87833842853085,0.9584389908454033
2021-12-23,81.83896486536518,78.88402668712115,27.025359633443717,1.0735326205542222
2021-12-24,81.9860599284924,78.96383197742354,28.553050544186853,1.066594962803621
2021-12-25,82.00502039843136,78.97325438815407,28.667813037103873,1.2141715133118614
2021-12-26,82.0115104341977,78.97651606725866,28.71602473136819,1.218734500106285
2021-12-27,82.15393839519272,79.09851149040152,30.16851668948666,1.2563971961483422
2021-12-28,82.23971036289551,79.17945366404564,31.347664649521995,1.283175860254129
2021-12-29,82.3318802396111,79.26661929391389,32.371171319930184,1.2415797120591732
2021-12-30,82.42032192302328,79.35319492053068,33.41174300132655,1.2063262640020012
2021-12-31,82.5205852330458,79.46212206567469,34.802217973153404,1.4038533753141338
2022-01-01,82.52855909758749,79.47151703439354,34.867271222024925,1.346628908838947
2022-01-02,82.53245978353584,79.47613709307711,34.89974884286837,1.4174523824590268
2022-01-03,82.60707657348378,79.62545299900809,35.823913470789584,1.4053133291840012
2022-01-04,82.65610564766793,79.72792147068483,36.51568346251072,1.4587474311895698
2022-01-05,82.6945244640438,79.8700730514192,37.14634205432624,1.580614838282909
2022-01-06,82.73088316939867,80.03080091392876,37.871846118997816,1.5462620015103024
2022-01-07,82.77882436383341,80.23205278714008,39.00399963400197,1.3774208076865335
2022-01-08,82.80826768224063,80.36452713846384,39.64841647439617,1.3949873712842433
2022-01-09,82.81021606507113,80.37325957861458,39.67751872780088,1.3492126295798053
2022-01-10,82.85539345689924,80.57863755429892,40.50940763124711,1.3477517592334909
2022-01-11,82.89157966960916,80.71466760628114,41.149994350865875,1.3163633480036476
2022-01-12,82.92084461494036,80.8658574095823,41.677406293958676,1.2996820349761526
2022-01-13,82.95027617248543,81.01032588016136,42.323608825256876,1.2817460317460319
2022-01-14,82.99081194404934,81.17964701261948,43.40787014941861,1.2524973105885968
2022-01-15,83.01413373370444,81.2340684421021,43.960199439132325,1.0913950553121985
2022-01-16,83.01551367486407,81.2403859852235,43.99000734426639,0.9799329898764275
2022-01-17,83.04384363165389,81.37281525324234,44.70620464668528,0.9123960008389849
2022-01-18,83.06520331747264,81.45880087660761,45.18852152398507,0.889024101680019
2022-01-19,83.08300534248924,81.54255977673806,45.58368649242244,0.916188141170398
2022-01-20,83.10169727274231,81.62591488726783,46.108514966128325,0.8014833423051618
2022-01-21,83.1293117770843,81.73561824931413,46.969709977923294,0.6757135647395278
2022-01-22,83.14591223401732,81.76908182243497,47.42258353681585,0.6459036113072356
2022-01-23,83.1469569906055,81.7726747658236,47.44579947871155,0.5494505494505495
2022-01-24,83.16775215504077,81.84763850120514,47.99192491363803,0.5095850521718029
2022-01-25,83.18402330783343,81.9011700254513,48.43660703203902,0.4193839670914017
2022-01-26,83.19934575107885,81.94641798245232,48.90263511525292,0.2945456458088609
2022-01-27,83.21566590746382,81.99269109460461,49.48005424423249,0.26638334565163835
2022-01-28,83.23914842890171,82.06094721826992,50.377180650057355,0.23700192564064582
2022-01-29,83.25349864087556,82.10211219595918,50.961860151274486,0.21469099831314215
2022-01-30,83.25465120536684,82.104638821179,51.004585403343086,0.20176198423932562
2022-01-31,83.25576652712796,82.10645979466946,51.03953280523926,0.1813349707849214
2022-02-01,83.25592725891076,82.10680085967198,51.04499180542328,0.16054603196883827
2022-02-02,83.25688576917646,82.10834545290179,51.0682018668879,0.13690947479546056
2022-02-03,83.27899422988581,82.20353003061666,51.67188888149261,0.121165348253907
2022-02-04,83.30153980263863,82.26842842813646,52.32774120018971,0.11070346374106743
2022-02-05,83.31460808063748,82.30092369027314,52.683068208217755,0.09015438939183351
2022-02-06,83.31537057653394,82.30265057686637,52.70377320604317,0.07629114469887112
2022-02-07,83.32990112172752,82.34290212759485,53.157213246462895,0.06429931330342746
2022-02-08,83.34019775654498,82.37177308404384,53.456923137355815,0.06714619474236097
2022-02-09,83.34944963477426,82.39490277961704,53.728271709159834,0.061617041976609846
2022-02-10,83.35990504123085,82.42009650649862,54.11097800428676,0.053246029033476645
2022-02-11,83.37461983993153,82.45577504199217,54.673362831143734,0.05683442129089697
2022-02-12,83.38467145678742,82.47759732172239,54.96308775006631,0.05696559154432481
2022-02-13,83.3852614600389,82.47864403845425,54.97816909563753,0.06017165064046118
2022-02-14,83.40415332494862,82.50310467159478,55.33469767174917,0.05917225515743153
2022-02-15,83.42201219413232,82.52219255087377,55.59042977875388,0.06282661955984564
2022-02-16,83.438914513194,82.53943593493797,55.82753464024738,0.060999489692985055
2022-02-17,83.45574626708276,82.55756530395125,56.145283733543714,0.05930695585868
2022-02-18,83.47687465594578,82.58489166717042,56.60154834102455,0.05210774875154483
2022-02-19,83.48799651125785,82.60177242465149,56.83567182396153,0.05412647849581629
2022-02-20,83.4885453514918,82.60279953994643,56.849388909522666,0.05245732327111448
2022-02-21,83.50338363924511,82.6128550770897,57.149481028435645,0.052854122621564484
2022-02-22,83.51488184214618,82.619944916826,57.36173322805009,0.04919935954517925
2022-02-23,83.52536861090184,82.62656040178868,57.56608212829579,0.05179511296359525
2022-02-24,83.53688837538351,82.64543266526148,57.846098455508695,0.05252020797064495
2022-02-25,83.55313208616447,82.67066167472952,58.267000110630505,0.054671918984356346
2022-02-26,83.56204289939123,82.68587631007183,58.47797625670105,0.05549537846820423
2022-02-27,83.56242120712392,82.68664272625567,58.48851202904901,0.05214264599698581
2022-02-28,83.57261395432567,82.70151629659546,58.756904704164526,0.0564099132755666
2022-03-01,83.5729805011962,82.70214158243341,58.76608993750827,0.05916698267214231
2022-03-02,83.57675377780454,82.70962541105193,58.88597232575048,0.05639294881824105
2022-03-03,83.58014482639283,82.71694066731288,59.00951234212317,0.058721137512320956
2022-03-04,83.58620363054679,82.73035393060167,59.20090665270416,0.061018003017645726
2022-03-05,83.59034541416935,82.7402310946689,59.2924238015701,0.06451024344471668
2022-03-06,83.59045126192875,82.74054079737235,59.295277770786605,0.06850346281240591
2022-03-07,83.60484067677646,82.75095896109875,59.41899616023532,0.06689225126687398
2022-03-08,83.61561362651125,82.76023828133974,59.495063456515815,0.06885990799464159
2022-03-09,83.61761689336512,82.76261201535154,59.51009187820734,0.06747340035691103
2022-03-10,83.62710006855013,82.77424742831107,59.62569723291219,0.06704890132339054
2022-03-11,83.64336534091173,82.79951760079666,59.78223430820688,0.06877556954433234
2022-03-12,83.65066883631052,82.80912034474693,59.84453747547762,0.06707264765388708
2022-03-13,83.650806046369,82.80925167437434,59.84584293117693,0.06795568165691858
2022-03-14,83.65752933923478,82.81798999495615,59.93638588862762,0.06771382835522247
2022-03-15,83.66195730383646,82.82384886445348,59.99558418828921,0.06771146689663973
2022-03-16,83.66592659481407,82.82823370589392,60.05528624487981,0.06637462933245496
2022-03-17,83.67038984200222,82.83315170641878,60.1373535410035,0.06737686656244038
2022-03-18,83.67893606850217,82.8433522941953,60.2775763403443,0.06707932862801777
2022-03-19,83.68266426180557,82.84676098407682,60.33078640102486,0.0686522129744207
2022-03-20,83.68270934511051,82.84680998766912,60.33175471200902,0.07176635063668223
2022-03-21,83.68677272298535,82.85091256841784,60.42014151139781,0.07917717605579082
2022-03-22,83.6899853984976,82.85306872647975,60.47392393403662,0.08259892569679915
2022-03-23,83.6926511939196,82.85530133014566,60.53698567691641,0.08451057687048469
2022-03-24,83.69580310497737,82.85800828858521,60.61428198329221,0.09340001726461601
2022-03-25,83.70160513030761,82.86300861514515,60.74129929457565,0.099545755110255
2022-03-26,83.70433365032777,82.86495699797565,60.803629903858095,0.10168661486886087
2022-03-27,83.7043787336327,82.86498640013103,60.80457273297425,0.10053226819634054
2022-03-28,83.70726602529197,82.87451269847729,60.87440677231214,0.09958496622375461
2022-03-29,83.70963779916008,82.8814672882988,60.91251392584086,0.09388356449295418
2022-03-30,83.71175083406074,82.88374497526965,60.96084714901412,0.10240729562524041
2022-03-31,83.72028137941113,82.88998411264335,61.01962793806918,0.10151113872440935
2022-04-01,83.74117259088736,82.90094327602893,61.09183963170624,0.10282604462632265
2022-04-02,83.75279820312844,82.90528107402075,61.125195396924006,0.10713765531458791
