date,new_cases,new_deaths,cum_cases,cum_deaths
2023-02-28,10807,16,30509671,33677
2023-03-01,12286,11,30521957,33688
2023-03-02,7547,15,30529504,33703
2023-03-03,10403,11,30539907,33714
2023-03-04,11241,6,30551148,33720
2023-03-05,9807,5,30560955,33725
2023-03-06,4293,9,30565248,33734
2023-03-07,12272,15,30577520,33749
2023-03-08,12787,12,30590307,33761
2023-03-09,10881,20,30601188,33781
2023-03-10,10327,12,30611515,33793
2023-03-11,9999,3,30621514,33796
2023-03-12,9331,7,30630845,33803
2023-03-13,4196,12,30635041,33815
2023-03-14,11397,6,30646438,33821
2023-03-15,11892,10,30658330,33831
2023-03-16,9928,17,30668258,33848
2023-03-17,9061,7,30677319,33855
2023-03-18,9246,4,30686565,33859
2023-03-19,8800,3,30695365,33862
2023-03-20,3924,9,30699289,33871
2023-03-21,12009,7,30711298,33878
2023-03-22,13071,9,30724369,33887
2023-03-23,11395,14,30735764,33901
2023-03-24,10275,10,30746039,33911
2023-03-25,10446,6,30756485,33917
2023-03-26,9354,3,30765839,33920
2023-03-27,4199,3,30770038,33923
2023-03-28,12122,8,30782160,33931
2023-03-29,13127,14,30795287,33945
2023-03-30,11028,10,30806315,33955
2023-03-31,10358,10,30816673,33965
2023-04-01,10515,5,30827188,33970
2023-04-02,9686,4,30836874,33974
2023-04-03,4348,7,30841222,33981
2023-04-04,13363,8,30854585,33989
2023-04-05,14454,7,30869039,33996
2023-04-06,12071,12,30881110,34008
2023-04-07,10724,9,30891834,34017
2023-04-08,10360,4,30902194,34021
2023-04-09,9538,2,30911732,34023
2023-04-10,3995,8,30915727,34031
2023-04-11,12436,9,30928163,34040
2023-04-12,13917,14,30942080,34054
2023-04-13,11589,5,30953669,34059
2023-04-14,11661,5,30965330,34064
2023-04-15,11674,2,30977004,34066
2023-04-16,10182,4,30987186,34070
2023-04-17,4936,4,30992122,34074
2023-04-18,15163,10,31007285,34084
2023-04-19,16495,6,31023780,34090
2023-04-20,14084,9,31037864,34099
2023-04-21,13588,7,31051452,34106
2023-04-22,13789,5,31065241,34111
2023-04-23,11821,5,31077062,34116
2023-04-24,5020,8,31082082,34124
2023-04-25,14809,6,31096891,34130
2023-04-26,16378,15,31113269,34145
2023-04-27,14272,11,31127541,34156
2023-04-28,13778,10,31141319,34166
2023-04-29,14807,3,31156126,34169
2023-04-30,13610,5,31169736,34174
2023-05-01,5771,8,31175507,34182
2023-05-02,15729,10,31191236,34192
2023-05-03,20190,8,31211426,34200
2023-05-04,20139,7,31231565,34207
2023-05-05,18738,6,31250303,34213
2023-05-06,11787,2,31262090,34215
2023-05-07,14734,6,31276824,34221
2023-05-08,8154,7,31284978,34228
2023-05-09,21674,14,31306652,34242
2023-05-10,23513,21,31330165,34263
2023-05-11,20567,11,31350732,34274
2023-05-12,19983,8,31370715,34282
2023-05-13,19341,6,31390056,34288
2023-05-14,17382,6,31407438,34294
2023-05-15,7173,6,31414611,34300
2023-05-16,23670,13,31438281,34313
2023-05-17,26127,11,31464408,34324
2023-05-18,21783,18,31486191,34342
2023-05-19,19576,13,31505767,34355
2023-05-20,18098,5,31523865,34360
2023-05-21,16802,5,31540667,34365
2023-05-22,6794,12,31547461,34377
2023-05-23,21376,15,31568837,34392
2023-05-24,22950,17,31591787,34409
2023-05-25,19070,17,31610857,34426
2023-05-26,17925,15,31628782,34441
2023-05-27,17792,3,31646574,34444
2023-05-28,11724,2,31658298,34446
2023-05-29,6863,3,31665161,34449
2023-05-30,13517,7,31678678,34456
2023-05-31,24405,17,31703083,34473
2023-06-01,24598,18,31727681,34491
2023-06-02,19718,11,31747399,34502
2023-06-03,18736,9,31766135,34511
2023-06-04,16171,1,31782306,34512
2023-06-05,6945,2,31789251,34514
2023-06-06,19506,4,31808757,34518
2023-06-07,15154,4,31823911,34522
2023-06-08,20448,20,31844359,34542
2023-06-09,21211,20,31865570,34562
2023-06-10,17764,5,31883334,34567
2023-06-11,16001,8,31899335,34575
2023-06-12,4977,4,31904312,34579
2023-06-13,20804,14,31925116,34593
2023-06-14,20709,13,31945825,34606
2023-06-15,17418,16,31963243,34622
2023-06-16,16485,11,31979728,34633
2023-06-17,16747,4,31996475,34637
2023-06-18,15316,3,32011791,34640
2023-06-19,6375,4,32018166,34644
2023-06-20,19734,4,32037900,34648
2023-06-21,20961,13,32058861,34661
2023-06-22,17131,14,32075992,34675
2023-06-23,16246,10,32092238,34685
2023-06-24,16413,6,32108651,34691
2023-06-25,16062,5,32124713,34696
2023-06-26,6592,4,32131305,34700
2023-06-27,20847,10,32152152,34710
2023-06-28,21533,13,32173685,34723
2023-06-29,19297,11,32192982,34734
2023-06-30,18877,11,32211859,34745
2023-07-01,18882,3,32230741,34748
2023-07-02,17590,2,32248331,34750
2023-07-03,7513,3,32255844,34753
2023-07-04,25660,3,32281504,34756
2023-07-05,27434,11,32308938,34767
2023-07-06,24356,12,32333294,34779
2023-07-07,24767,7,32358061,34786
2023-07-08,25672,3,32383733,34789
2023-07-09,22566,2,32406299,34791
2023-07-10,9255,2,32415554,34793
2023-07-11,31224,4,32446778,34797
2023-07-12,34118,10,32480896,34807
2023-07-13,29347,13,32510243,34820
2023-07-14,29556,4,32539799,34824
2023-07-15,30870,5,32570669,34829
2023-07-16,28420,5,32599089,34834
2023-07-17,12114,4,32611203,34838
2023-07-18,41993,3,32653196,34841
2023-07-19,47028,6,32700224,34847
2023-07-20,40856,10,32741080,34857
2023-07-21,40897,14,32781977,34871
2023-07-22,42497,7,32824474,34878
2023-07-23,41573,7,32866047,34885
2023-07-24,16778,7,32882825,34892
2023-07-25,50813,9,32933638,34901
2023-07-26,57216,18,32990854,34919
2023-07-27,51239,23,33042093,34942
2023-07-28,48069,16,33090162,34958
2023-07-29,48196,6,33138358,34964
2023-07-30,44749,14,33183107,34978
2023-07-31,18379,10,33201486,34988
2023-08-01,56096,9,33257582,34997
2023-08-02,64148,17,33321730,35014
2023-08-03,55453,18,33377183,35032
2023-08-04,54713,17,33431896,35049
2023-08-05,53111,12,33485007,35061
2023-08-06,48885,14,33533892,35075
2023-08-07,20241,11,33554133,35086
2023-08-08,61377,18,33615510,35104
2023-08-09,65696,23,33681206,35127
2023-08-10,55874,25,33737080,35152
2023-08-11,49335,28,33786415,35180
2023-08-12,47840,17,33834255,35197
2023-08-13,45729,14,33879984,35211
2023-08-14,17226,20,33897210,35231
2023-08-15,47110,6,33944320,35237
2023-08-16,36961,16,33981281,35253
2023-08-17,49848,21,34031129,35274
2023-08-18,50920,22,34082049,35296
2023-08-19,44053,21,34126102,35317
2023-08-20,38974,22,34165076,35339
2023-08-21,14564,20,34179640,35359
2023-08-22,47384,22,34227024,35381
2023-08-23,48161,14,34275185,35395
2023-08-24,40815,17,34316000,35412
2023-08-25,37504,24,34353504,35436
2023-08-26,36886,13,34390390,35449
2023-08-27,32967,23,34423357,35472
2023-08-28,13149,12,34436506,35484
2023-08-29,42998,21,34479504,35505
2023-08-30,42586,24,34522090,35529
2023-08-31,50464,76,34572554,35605
